id_ip,ratio_active,strength_daily,strength_weekly,max_strength
3.0,0.2694254242334028,,,
5.0,0.02917534980649,,,
10.0,0.9998511461744568,0.7308612680609745,0.7402839841442915,0.7402839841442915
11.0,0.9998511461744568,0.3951450583554163,0.436290700496078,0.436290700496078
12.0,0.9998511461744568,0.7291337936764835,0.7276085002998816,0.7291337936764835
13.0,0.9998511461744568,0.5127196332775412,0.5728214640910284,0.5728214640910284
14.0,0.8553140815718964,0.324926839489037,0.5028149287364478,0.5028149287364478
15.0,0.9998511461744568,0.6090335937336167,0.6842113472622755,0.6842113472622755
17.0,0.1241440905031259,,,
18.0,0.9998511461744568,0.6988973909847895,0.7064883848910735,0.7064883848910735
20.0,0.9822863947603452,0.3563264333641907,0.3858217782288121,0.3858217782288121
21.0,0.9997022923489134,0.5488738802319018,0.5588604513378305,0.5588604513378305
24.0,0.7009526644834773,0.6943274581942718,0.7485897955207702,0.7485897955207702
25.0,0.9998511461744568,0.3840784558145651,0.3854813975202088,0.3854813975202088
26.0,0.9988091693956536,0.7842047614821818,0.7630818061498778,0.7842047614821818
27.0,0.9921107472462042,0.3726212367218693,0.4123527428854338,0.4123527428854338
28.0,0.9234891336707354,0.562151520168482,0.5563148831205403,0.562151520168482
29.0,0.9998511461744568,0.6483350764980839,0.6267731675360843,0.6483350764980839
31.0,0.9998511461744568,0.66111435888346,0.6940345030847335,0.6940345030847335
33.0,0.9998511461744568,0.4577230811212333,0.429692894889873,0.4577230811212333
34.0,0.99955343852337,0.4243110015054979,0.5745573331708628,0.5745573331708628
35.0,0.9998511461744568,0.3927887912573843,0.3676382769149017,0.3927887912573843
42.0,0.9998511461744568,0.748858225110534,0.7239050204950475,0.748858225110534
43.0,0.1251860672819291,,,
45.0,0.9998511461744568,0.8329790919144158,0.8457952014072754,0.8457952014072754
46.0,0.1104495385531408,,,
47.0,0.950133968442989,0.3546343468334538,0.3872155085792337,0.3872155085792337
48.0,0.0909496874069663,,,
49.0,0.9989580232211968,0.3985405544190321,0.3898069485564692,0.3985405544190321
50.0,0.158529324203632,,,
51.0,0.9998511461744568,0.6875147327565603,0.8057173358388475,0.8057173358388475
52.0,0.9998511461744568,0.7898400097692764,0.7581337903395,0.7898400097692764
53.0,0.9998511461744568,0.6998103607243988,0.758485324124494,0.758485324124494
54.0,0.9997022923489134,0.6121597108820278,0.6560912259628744,0.6560912259628744
60.0,0.193361119380768,,,
63.0,0.2322119678475736,,,
64.0,0.9998511461744568,0.7102713349603232,0.7990370404973888,0.7990370404973888
65.0,0.9998511461744568,0.4608461531705199,0.6847309930116421,0.6847309930116421
73.0,0.9998511461744568,0.6602876863447639,0.7214185214118267,0.7214185214118267
75.0,0.0663888061923191,,,
78.0,0.0707055671330753,,,
82.0,0.967549866031557,0.3425929485877891,0.3742686506327615,0.3742686506327615
83.0,0.99955343852337,0.7204841876621498,0.7536795665562899,0.7536795665562899
84.0,0.1113426615064007,,,
88.0,0.0005954153021732,,,
92.0,0.9998511461744568,0.739051013799817,0.8613996076139505,0.8613996076139505
93.0,0.9998511461744568,0.7665636619401892,0.8462697645450743,0.8462697645450743
94.0,0.99955343852337,0.5424608820740239,0.6326179655405898,0.6326179655405898
101.0,0.2033343256921702,,,
102.0,0.9988091693956536,0.6735158142221989,0.6676340760626138,0.6735158142221989
103.0,0.9998511461744568,0.8093509652642812,0.8164772471798135,0.8164772471798135
104.0,0.9998511461744568,0.6336316801568891,0.7166342727292389,0.7166342727292389
106.0,0.0242631735635605,,,
111.0,0.99910687704674,0.6556511225028989,0.7282935531657476,0.7282935531657476
118.0,0.9980649002679368,0.6008319908669503,0.554487480842232,0.6008319908669503
119.0,0.9958320928847872,0.7228838133722447,0.7797218195768214,0.7797218195768214
120.0,0.99955343852337,0.3578927669401897,0.3764326494702293,0.3764326494702293
121.0,0.9998511461744568,0.3831052893389589,0.3637372791624165,0.3831052893389589
122.0,0.9998511461744568,0.5688131746400789,0.4988309283654062,0.5688131746400789
123.0,0.9997022923489134,0.6463605511803876,0.6254655597117045,0.6463605511803876
128.0,0.9997022923489134,0.4946024817772924,0.4534483896568735,0.4946024817772924
129.0,0.9465614766299494,0.3450768715766946,0.3650614710720274,0.3650614710720274
133.0,0.0619231914260196,,,
136.0,0.0619231914260196,,,
146.0,0.9970229234891336,0.7671996161611031,0.8181773222057482,0.8181773222057482
152.0,0.1271211670139922,,,
153.0,0.05879726108961,,,
154.0,0.9961298005358736,0.3557051907567411,0.3536889767425458,0.3557051907567411
155.0,0.9705269425424232,0.3603777397056059,0.2610725670150533,0.3603777397056059
157.0,0.0692170288776421,,,
161.0,0.6408157189639774,0.368879126454807,0.3694321774405432,0.3694321774405432
164.0,0.2013992259601071,,,
171.0,0.5690681750520988,0.3439536663689669,0.3463618584170724,0.3463618584170724
172.0,0.1141708841917237,,,
178.0,0.1314379279547484,,,
179.0,0.9992557308722834,0.402293699658573,0.4416022215805184,0.4416022215805184
180.0,0.0385531408157189,,,
182.0,0.0394462637689788,,,
185.0,0.2275974992557308,,,
187.0,0.9998511461744568,0.3583519022034653,0.3608503645992632,0.3608503645992632
190.0,0.995236677582614,0.3340694973753716,0.3593768568624601,0.3593768568624601
196.0,0.9997022923489134,0.4049541567295935,0.3693305254078859,0.4049541567295935
197.0,0.0290264959809467,,,
200.0,0.0254540041679071,,,
203.0,0.0491217624292944,,,
