id_ip,ratio_active,whr,total_active_hours,work_active_hours
3.0,0.2694254242334028,0.3160220994475138,1810.0,572.0
5.0,0.029175349806490027,0.3979591836734694,196.0,78.0
10.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
11.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
12.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
13.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
14.0,0.8553140815718964,0.3019491820396798,5746.0,1735.0
15.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
17.0,0.1241440905031259,0.4844124700239808,834.0,404.0
18.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
20.0,0.9822863947603452,0.3130777390513714,6599.0,2066.0
21.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
24.0,0.7009526644834773,0.3773624973455086,4709.0,1777.0
25.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
26.0,0.9988091693956536,0.3131147540983606,6710.0,2101.0
27.0,0.9921107472462042,0.3120780195048762,6665.0,2080.0
28.0,0.9234891336707354,0.331237911025145,6204.0,2055.0
29.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
31.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
33.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
34.0,0.99955343852337,0.3128816083395383,6715.0,2101.0
35.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
42.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
43.0,0.1251860672819291,0.4470868014268728,841.0,376.0
45.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
46.0,0.1104495385531408,0.5148247978436657,742.0,382.0
47.0,0.950133968442989,0.3070656431145229,6383.0,1960.0
48.0,0.09094968740696636,0.46317512274959083,611.0,283.0
49.0,0.9989580232211968,0.3129190880643719,6711.0,2100.0
50.0,0.158529324203632,0.4,1065.0,426.0
51.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
52.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
53.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
54.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
60.0,0.193361119380768,0.3425712086220169,1299.0,445.0
63.0,0.2322119678475736,0.4596153846153846,1560.0,717.0
64.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
65.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
73.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
75.0,0.06638880619231914,0.35874439461883406,446.0,160.0
78.0,0.07070556713307533,0.6631578947368421,475.0,315.0
82.0,0.967549866031557,0.3118461538461538,6500.0,2027.0
83.0,0.99955343852337,0.3128816083395383,6715.0,2101.0
84.0,0.1113426615064007,0.4558823529411764,748.0,341.0
88.0,0.0005954153021732659,0.5,4.0,2.0
92.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
93.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
94.0,0.99955343852337,0.3127326880119136,6715.0,2100.0
101.0,0.2033343256921702,0.45900439238653,1366.0,627.0
102.0,0.9988091693956536,0.3131147540983606,6710.0,2101.0
103.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
104.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
106.0,0.024263173563560583,0.44171779141104295,163.0,72.0
111.0,0.99910687704674,0.3130214541120381,6712.0,2101.0
118.0,0.9980649002679368,0.3131991051454139,6705.0,2100.0
119.0,0.9958320928847872,0.3128550074738415,6690.0,2093.0
120.0,0.99955343852337,0.3128816083395383,6715.0,2101.0
121.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
122.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
123.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
128.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
129.0,0.9465614766299494,0.3121559993709702,6359.0,1985.0
133.0,0.061923191426019646,0.59375,416.0,247.0
136.0,0.061923191426019646,0.36778846153846156,416.0,153.0
146.0,0.9970229234891336,0.3132278292027471,6698.0,2098.0
152.0,0.1271211670139922,0.4238875878220141,854.0,362.0
153.0,0.05879726108961,0.810126582278481,395.0,320.0
154.0,0.9961298005358736,0.3121637776449492,6692.0,2089.0
155.0,0.9705269425424232,0.3127300613496933,6520.0,2039.0
157.0,0.06921702887764215,0.6817204301075269,465.0,317.0
161.0,0.6408157189639774,0.2959349593495935,4305.0,1274.0
164.0,0.2013992259601071,0.3022912047302291,1353.0,409.0
171.0,0.5690681750520988,0.3099659952916557,3823.0,1185.0
172.0,0.1141708841917237,0.4784876140808344,767.0,367.0
178.0,0.1314379279547484,0.4416761041902605,883.0,390.0
179.0,0.9992557308722834,0.3123789661850141,6713.0,2097.0
180.0,0.038553140815718964,0.5675675675675675,259.0,147.0
182.0,0.03944626376897886,0.4528301886792453,265.0,120.0
185.0,0.2275974992557308,0.4264224983649444,1529.0,652.0
187.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
190.0,0.995236677582614,0.3137900089739754,6686.0,2098.0
196.0,0.9997022923489134,0.3126861226920786,6716.0,2100.0
197.0,0.02902649598094671,0.4205128205128205,195.0,82.0
200.0,0.025454004167907114,0.6783625730994152,171.0,116.0
203.0,0.04912176242929443,0.6121212121212121,330.0,202.0
204.0,0.9994045846978268,0.3129282097110515,6714.0,2101.0
205.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
206.0,0.956236975290265,0.3085305105853051,6424.0,1982.0
212.0,0.0005954153021732659,0.25,4.0,1.0
214.0,0.3816612086930634,0.2940717628705148,2564.0,754.0
221.0,0.1676094075617743,0.3383658969804618,1126.0,381.0
226.0,0.1442393569514736,0.5283797729618163,969.0,512.0
227.0,0.9927061625483776,0.3132403658719448,6669.0,2089.0
228.0,0.9800535873771956,0.3130315917375456,6584.0,2061.0
232.0,0.011164036915748734,0.3333333333333333,75.0,25.0
235.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
236.0,0.9968740696635904,0.3128266387934896,6697.0,2095.0
237.0,0.9879428401309912,0.3106825372909447,6637.0,2062.0
238.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
241.0,0.976034534087526,0.3106603629708708,6557.0,2037.0
249.0,0.1545102709139625,0.523121387283237,1038.0,543.0
251.0,0.022179220005954153,0.3691275167785235,149.0,55.0
254.0,0.1111938076808574,0.5046854082998661,747.0,377.0
256.0,0.961000297707651,0.3099442379182156,6456.0,2001.0
261.0,0.1586781780291753,0.5553470919324578,1066.0,592.0
266.0,0.01012206013694552,0.4264705882352941,68.0,29.0
273.0,0.105835069961298,0.5232067510548524,711.0,372.0
274.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
275.0,0.07011015183090205,0.4968152866242038,471.0,234.0
283.0,0.09511759452217922,0.48826291079812206,639.0,312.0
286.0,0.1445370646025602,0.553038105046344,971.0,537.0
287.0,0.05656445370646026,0.42894736842105263,380.0,163.0
290.0,0.1105983923786841,0.5127860026917901,743.0,381.0
292.0,0.4668055969038404,0.3498086734693877,3136.0,1097.0
295.0,0.111044953855314,0.4932975871313673,746.0,368.0
300.0,0.8978862756772849,0.3062002652519894,6032.0,1847.0
302.0,0.08797261089610003,0.6463620981387479,591.0,382.0
305.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
306.0,0.9919618934206608,0.31437575030012,6664.0,2095.0
308.0,0.09690384042869901,0.4485407066052227,651.0,292.0
314.0,0.04956832390592438,0.5255255255255256,333.0,175.0
315.0,0.9924084548972908,0.311984400779961,6667.0,2080.0
316.0,0.1103006847275975,0.4642375168690958,741.0,344.0
319.0,0.3891038999702292,0.4724560061208875,2614.0,1235.0
326.0,0.09333134861565942,0.543859649122807,627.0,341.0
332.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
342.0,0.9992557308722834,0.3129748249664829,6713.0,2101.0
343.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
344.0,0.9980649002679368,0.3133482475764355,6705.0,2101.0
347.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
348.0,0.9988091693956536,0.3131147540983606,6710.0,2101.0
364.0,0.034831795177136055,0.6068376068376068,234.0,142.0
367.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
369.0,0.054182792497767196,0.6098901098901099,364.0,222.0
370.0,0.4511759452217922,0.3513691850874298,3031.0,1065.0
375.0,0.09809467103304555,0.5963581183611533,659.0,393.0
378.0,0.08737719559392676,0.2504258943781942,587.0,147.0
379.0,0.1250372134563858,0.4785714285714286,840.0,402.0
381.0,0.1484072640666865,0.5165496489468405,997.0,515.0
382.0,0.1146174456683536,0.4935064935064935,770.0,380.0
383.0,0.3024709735040191,0.343503937007874,2032.0,698.0
384.0,0.9805001488538256,0.3150144223470472,6587.0,2075.0
385.0,0.96948496576362,0.3121449408874558,6513.0,2033.0
386.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
388.0,0.9894313783864244,0.314878892733564,6647.0,2093.0
396.0,0.0005954153021732659,0.5,4.0,2.0
398.0,0.9965763620125038,0.3117251680358476,6695.0,2087.0
399.0,0.1010717475439118,0.6450662739322534,679.0,438.0
403.0,0.1369455194998511,0.3239130434782609,920.0,298.0
404.0,0.05314081571896398,0.5462184873949579,357.0,195.0
406.0,0.0023816612086930635,0.25,16.0,4.0
407.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
408.0,0.3740696635903542,0.3079984082769598,2513.0,774.0
409.0,0.2584102411431974,0.4158986175115207,1736.0,722.0
410.0,0.96948496576362,0.3142944879471825,6513.0,2047.0
411.0,0.9988091693956536,0.3131147540983606,6710.0,2101.0
412.0,0.07993450431676094,0.329608938547486,537.0,177.0
413.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
415.0,0.149598094671033,0.5174129353233831,1005.0,520.0
416.0,0.2381661208693063,0.344375,1600.0,551.0
419.0,0.1153617147960702,0.4774193548387097,775.0,370.0
420.0,0.1445370646025602,0.5386199794026777,971.0,523.0
430.0,0.9927061625483776,0.3121907332433648,6669.0,2082.0
432.0,0.9973206311402204,0.3126865671641791,6700.0,2095.0
433.0,0.97127121167014,0.3106513409961686,6525.0,2027.0
434.0,0.9968740696635904,0.3137225623413469,6697.0,2101.0
435.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
436.0,0.1370943733253944,0.4896851248642779,921.0,451.0
437.0,0.2104793093182494,0.3606789250353607,1414.0,510.0
438.0,0.3894016076213158,0.275611620795107,2616.0,721.0
440.0,0.02485858886573385,0.5748502994011976,167.0,96.0
446.0,0.2289371836856207,0.4206762028608583,1538.0,647.0
447.0,0.979755879726109,0.3111516256457003,6582.0,2048.0
453.0,0.9931527240250074,0.3114508393285372,6672.0,2078.0
454.0,0.1068770467401012,0.5389972144846796,718.0,387.0
457.0,0.1554033938672223,0.5488505747126436,1044.0,573.0
460.0,0.88285203929741,0.3090541224076884,5931.0,1833.0
463.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
464.0,0.04391187853527836,0.29491525423728815,295.0,87.0
467.0,0.9980649002679368,0.3130499627143922,6705.0,2099.0
468.0,0.99955343852337,0.3128816083395383,6715.0,2101.0
469.0,0.4007144983626079,0.3038632986627043,2692.0,818.0
474.0,0.894164930038702,0.3138005660063259,6007.0,1885.0
484.0,0.9428401309913664,0.3099147458162298,6334.0,1963.0
491.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
493.0,0.99910687704674,0.3130214541120381,6712.0,2101.0
494.0,0.8563560583506996,0.3224404658439075,5753.0,1855.0
495.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
500.0,0.9164930038701996,0.3115153483839532,6157.0,1918.0
501.0,0.4657636201250372,0.3163950143815915,3129.0,990.0
510.0,0.5291753498064901,0.3085794655414908,3555.0,1097.0
511.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
512.0,0.09869008633521882,0.5399698340874811,663.0,358.0
519.0,0.6263768978862757,0.306796577946768,4208.0,1291.0
521.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
523.0,0.1920214349508782,0.4612403100775193,1290.0,595.0
524.0,0.08231616552545401,0.705244122965642,553.0,390.0
525.0,0.058648407264066685,0.5203045685279187,394.0,205.0
530.0,0.1603155701101518,0.5023212627669452,1077.0,541.0
531.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
532.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
533.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
535.0,0.0008931229532598987,0.16666666666666666,6.0,1.0
536.0,0.03870199464126228,0.38461538461538464,260.0,100.0
537.0,0.2847573682643644,0.2786199686356508,1913.0,533.0
538.0,0.420065495683239,0.3111268603827073,2822.0,878.0
544.0,0.1915748734742483,0.4087024087024087,1287.0,526.0
546.0,0.06281631437927955,0.6255924170616114,422.0,264.0
547.0,0.013099136647811848,0.6477272727272727,88.0,57.0
551.0,0.2089907710628163,0.4415954415954416,1404.0,620.0
552.0,0.9824352485858888,0.3134848484848485,6600.0,2069.0
553.0,0.9992557308722834,0.3128258602711157,6713.0,2100.0
554.0,0.9988091693956536,0.3131147540983606,6710.0,2101.0
556.0,0.9738017267043764,0.3161112809538367,6542.0,2068.0
562.0,0.9970229234891336,0.3129292326067482,6698.0,2096.0
563.0,0.1065793390890145,0.5307262569832403,716.0,380.0
564.0,0.1268234593629056,0.4589201877934272,852.0,391.0
566.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
567.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
568.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
569.0,0.9997022923489134,0.3128350208457415,6716.0,2101.0
570.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
571.0,0.995236677582614,0.3137900089739754,6686.0,2098.0
579.0,0.9822863947603452,0.3108046673738445,6599.0,2051.0
582.0,0.1743078297112235,0.6302305721605466,1171.0,738.0
585.0,0.9997022923489134,0.3126861226920786,6716.0,2100.0
591.0,0.1323310509080083,0.4983127109111361,889.0,443.0
594.0,0.1169991068770467,0.5636132315521628,786.0,443.0
598.0,0.2776123846382852,0.4857908847184987,1865.0,906.0
600.0,0.99955343852337,0.3128816083395383,6715.0,2101.0
602.0,0.1504912176242929,0.5568743818001978,1011.0,563.0
603.0,0.1719261685025305,0.4303030303030303,1155.0,497.0
608.0,0.9888359630842511,0.3143158211651362,6643.0,2088.0
614.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
615.0,0.9547484370348318,0.3250701590271281,6414.0,2085.0
616.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
617.0,0.9748437034831796,0.3110398534127347,6549.0,2037.0
618.0,0.99910687704674,0.3130214541120381,6712.0,2101.0
619.0,0.3169097945817207,0.4368248003757632,2129.0,930.0
620.0,0.07189639773742185,0.3333333333333333,483.0,161.0
630.0,0.02232807383149747,0.3333333333333333,150.0,50.0
631.0,0.01696933611193808,0.7543859649122807,114.0,86.0
637.0,0.04346531705864841,0.6712328767123288,292.0,196.0
638.0,0.358440011908306,0.3542358803986711,2408.0,853.0
642.0,0.1091098541232509,0.4324693042291951,733.0,317.0
643.0,0.9965763620125038,0.3136669156086631,6695.0,2100.0
644.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
645.0,0.9924084548972908,0.3124343782810859,6667.0,2083.0
646.0,0.030663888061923193,0.35436893203883496,206.0,73.0
659.0,0.06341172968145281,0.568075117370892,426.0,242.0
661.0,0.997171777314677,0.3127332437677265,6699.0,2095.0
662.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
668.0,0.9127716582316164,0.3088714938030006,6132.0,1894.0
671.0,0.9994045846978268,0.3129282097110515,6714.0,2101.0
672.0,0.3221196784757368,0.2791127541589648,2164.0,604.0
673.0,0.06713307532003572,0.5742793791574279,451.0,259.0
675.0,0.0812741887466508,0.5494505494505495,546.0,300.0
680.0,0.06385829115808277,0.41025641025641024,429.0,176.0
681.0,0.8253944626376898,0.3761947700631199,5545.0,2086.0
692.0,0.3511461744566835,0.3425180161085205,2359.0,808.0
695.0,0.0244120273891039,0.6951219512195121,164.0,114.0
696.0,0.9724620422744864,0.3110362773610898,6533.0,2032.0
697.0,0.2019946412622804,0.3006632277081798,1357.0,408.0
699.0,0.1126823459362905,0.4940554821664465,757.0,374.0
713.0,0.1689490919916642,0.4775330396475771,1135.0,542.0
714.0,0.1628460851443882,0.5511882998171846,1094.0,603.0
718.0,0.09601071747543911,0.4806201550387597,645.0,310.0
724.0,0.01935099732063114,0.6384615384615384,130.0,83.0
733.0,0.022625781482584102,0.4276315789473684,152.0,65.0
736.0,0.034980649002679366,0.4808510638297872,235.0,113.0
738.0,0.3173563560583507,0.4193245778611632,2132.0,894.0
741.0,0.9191723727299792,0.3135222672064777,6175.0,1936.0
744.0,0.034385233700506106,0.7359307359307359,231.0,170.0
747.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
748.0,0.1481095564155999,0.3175879396984924,995.0,316.0
749.0,0.0668353676689491,0.5679287305122495,449.0,255.0
753.0,0.2049717177731467,0.5185185185185185,1377.0,714.0
761.0,0.1766894909199166,0.4793597304128054,1187.0,569.0
764.0,0.9880916939565348,0.3131967460078337,6638.0,2079.0
771.0,0.048079785650491216,0.37770897832817335,323.0,122.0
778.0,0.914409050312593,0.3102718541429269,6143.0,1906.0
790.0,0.5631140220303662,0.3322759714512291,3783.0,1257.0
793.0,0.1769871985710032,0.3027754415475189,1189.0,360.0
794.0,0.1286097052694254,0.4699074074074074,864.0,406.0
795.0,0.094075617743376,0.25158227848101267,632.0,159.0
802.0,0.1442393569514736,0.4901960784313725,969.0,475.0
804.0,0.01964870497171777,0.30303030303030304,132.0,40.0
805.0,0.0011908306043465317,0.0,8.0,0.0
808.0,0.1487049717177731,0.5405405405405406,999.0,540.0
809.0,0.9892825245608812,0.3129702076436954,6646.0,2080.0
824.0,0.1225066984221494,0.5042527339003645,823.0,415.0
825.0,0.9994045846978268,0.3129282097110515,6714.0,2101.0
830.0,0.1744566835367668,0.4906143344709898,1172.0,575.0
834.0,0.1190830604346531,0.47625,800.0,381.0
840.0,0.4950878237570705,0.282922429344558,3326.0,941.0
841.0,0.9584697826734148,0.3149557384687063,6439.0,2028.0
844.0,0.2875855909496874,0.3975155279503105,1932.0,768.0
854.0,0.944030961595713,0.3111005991800694,6342.0,1973.0
860.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
862.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
863.0,0.9983626079190236,0.3128075145370508,6707.0,2098.0
868.0,0.11759452217922,0.2696202531645569,790.0,213.0
873.0,0.9410538850848468,0.3070230939576083,6322.0,1941.0
874.0,0.01637392080976481,0.5,110.0,55.0
878.0,0.7281929145579041,0.3015126737530662,4892.0,1475.0
879.0,0.9998511461744568,0.3127884472234628,6717.0,2101.0
880.0,0.9994045846978268,0.3129282097110515,6714.0,2101.0
884.0,0.2429294432866924,0.3259803921568627,1632.0,532.0
889.0,0.002977076510866329,0.7,20.0,14.0
893.0,0.9871985710032748,0.3125753920386007,6632.0,2073.0
