id_ip,ratio_active,max_acf,dominant_lag
3.0,0.2694254242334028,0.0,0
5.0,0.02917534980649,0.0,0
10.0,0.9998511461744568,0.0,0
11.0,0.9998511461744568,0.0,0
12.0,0.9998511461744568,0.0,0
13.0,0.9998511461744568,0.0,0
14.0,0.8553140815718964,0.3916324987331255,168
15.0,0.9998511461744568,0.0,0
17.0,0.1241440905031259,0.4205911955797636,23
18.0,0.9998511461744568,0.0,0
20.0,0.9822863947603452,0.0953953968284604,304
21.0,0.9997022923489134,0.0,0
24.0,0.7009526644834773,0.3712077910679004,24
25.0,0.9998511461744568,0.0,0
26.0,0.9988091693956536,0.1239562485109071,3
27.0,0.9921107472462042,0.1061309268685615,21
28.0,0.9234891336707354,0.2488974610182969,24
29.0,0.9998511461744568,0.0,0
31.0,0.9998511461744568,0.0,0
33.0,0.9998511461744568,0.0,0
34.0,0.99955343852337,0.0,0
35.0,0.9998511461744568,0.0,0
42.0,0.9998511461744568,0.0,0
43.0,0.1251860672819291,0.0831835484028381,169
45.0,0.9998511461744568,0.0,0
46.0,0.1104495385531408,0.1617074322271385,168
47.0,0.950133968442989,0.0,0
48.0,0.0909496874069663,0.3226892682738475,24
49.0,0.9989580232211968,0.1419469408626568,104
50.0,0.158529324203632,0.0,0
51.0,0.9998511461744568,0.0,0
52.0,0.9998511461744568,0.0,0
53.0,0.9998511461744568,0.0,0
54.0,0.9997022923489134,0.0,0
60.0,0.193361119380768,0.0,0
63.0,0.2322119678475736,0.6871951322151434,168
64.0,0.9998511461744568,0.0,0
65.0,0.9998511461744568,0.0,0
73.0,0.9998511461744568,0.0,0
75.0,0.0663888061923191,0.6946345704482098,168
78.0,0.0707055671330753,0.2420863641922094,24
82.0,0.967549866031557,0.0,0
83.0,0.99955343852337,0.3330178696265117,265
84.0,0.1113426615064007,0.2373328845171624,168
88.0,0.0005954153021732,0.2495311791785911,248
92.0,0.9998511461744568,0.0,0
93.0,0.9998511461744568,0.0,0
94.0,0.99955343852337,0.3330346281510255,13
101.0,0.2033343256921702,0.732582449202164,168
102.0,0.9988091693956536,0.1239551836847333,9
103.0,0.9998511461744568,0.0,0
104.0,0.9998511461744568,0.0,0
106.0,0.0242631735635605,0.5429822944646155,168
111.0,0.99910687704674,0.0,0
118.0,0.9980649002679368,0.0,0
119.0,0.9958320928847872,0.2109947319795168,4
120.0,0.99955343852337,0.3330233892992682,182
121.0,0.9998511461744568,0.0,0
122.0,0.9998511461744568,0.0,0
123.0,0.9997022923489134,0.0,0
128.0,0.9997022923489134,0.0,0
129.0,0.9465614766299494,0.0,0
133.0,0.0619231914260196,0.1623138865226198,22
136.0,0.0619231914260196,0.229088414737246,23
146.0,0.9970229234891336,0.0,0
152.0,0.1271211670139922,0.6930785693370913,168
153.0,0.05879726108961,0.4557299206049418,168
154.0,0.9961298005358736,0.0,0
155.0,0.9705269425424232,0.0,0
157.0,0.0692170288776421,0.2889120019664455,24
161.0,0.6408157189639774,0.0,0
164.0,0.2013992259601071,0.0,0
171.0,0.5690681750520988,0.0,0
172.0,0.1141708841917237,0.3476913573768126,24
178.0,0.1314379279547484,0.5286761220698633,23
179.0,0.9992557308722834,0.0,0
180.0,0.0385531408157189,0.3500669525666736,24
182.0,0.0394462637689788,0.2223595591560486,168
185.0,0.2275974992557308,0.4171627184596625,24
187.0,0.9998511461744568,0.0,0
190.0,0.995236677582614,0.0,0
196.0,0.9997022923489134,0.0,0
197.0,0.0290264959809467,0.2947496173238396,168
200.0,0.0254540041679071,0.1060925322985698,146
203.0,0.0491217624292944,0.1465194681659368,167
204.0,0.9994045846978268,0.0,0
205.0,0.9998511461744568,0.0,0
206.0,0.956236975290265,0.0,0
212.0,0.0005954153021732,0.2495482949297558,55
214.0,0.3816612086930634,0.0,0
221.0,0.1676094075617743,0.0,0
226.0,0.1442393569514736,0.3669777306834959,24
227.0,0.9927061625483776,0.1171145263170503,216
228.0,0.9800535873771956,0.0,0
232.0,0.0111640369157487,0.0,0
